panel,model,condition_id,horizon,endpoint,cumulative
A,mlp_koopman,A_h00_p02,5,0.017036613894268787,0.011998824081292894
A,mlp_koopman,A_h00_p02,6,0.017386140829987292,0.013052054689008564
A,mlp_koopman,A_h00_p02,7,0.013975613828564831,0.01318795213992353
A,mlp_koopman,A_h00_p02,8,0.013470163941155525,0.013223557993766285
A,mlp_koopman,A_h00_p02,9,0.014332744405215744,0.0133513522007708
A,mlp_koopman,A_h00_p02,10,0.015823419580474465,0.013618766675147156
A,mlp_koopman,A_h00_p02,11,0.01588584566479593,0.013840218567660316
A,mlp_koopman,A_h00_p02,12,0.014371421972306836,0.013885261729356559
A,mlp_koopman,A_h00_p02,13,0.014923093396672362,0.013967832924915548
A,mlp_koopman,A_h00_p02,14,0.015617502408186186,0.014092072283755641
A,mlp_koopman,A_h00_p02,15,0.01649178880358136,0.014264618502785709
A,mlp_koopman,A_h00_p02,16,0.015426222778021454,0.014339975733607855
A,mlp_koopman,A_h00_p02,17,0.008984625579493368,0.014081447873106116
A,mlp_koopman,A_h00_p02,18,0.0074024658934165825,0.013795487311183153
A,mlp_koopman,A_h00_p02,19,0.006270872543671312,0.013504389744806855
A,mlp_koopman,A_h00_p02,20,0.009989043348796748,0.013350624128177281
A,mlp_koopman,A_h00_p02,21,0.01034368056027064,0.013222950862529583
A,mlp_koopman,A_h00_p02,22,0.016330341757163698,0.013379861192506094
A,mlp_koopman,A_h00_p02,23,0.017504608144651587,0.013585264376256253
A,mlp_koopman,A_h00_p02,24,0.01826106285256171,0.013811729321605432
A,mlp_koopman,A_h00_p02,25,0.01766695290315118,0.013986356250805635
A,mlp_koopman,A_h00_p02,26,0.016260897182498263,0.01408063428223457
A,mlp_koopman,A_h00_p02,27,0.013677455535114113,0.014065907821100832
A,mlp_koopman,A_h00_p02,28,0.01342679707737865,0.014043583278256548
A,mlp_koopman,A_h00_p02,29,0.014801607745829315,0.014070401886369484
A,mlp_koopman,A_h00_p02,30,0.018826501958959175,0.014254528220984426
A,mlp_koopman,A_h00_p02,31,0.019450158327973012,0.014451315268936888
A,mlp_koopman,A_h00_p02,32,0.02392657366789533,0.014839281517472555
A,mlp_koopman,A_h00_p02,33,0.030163740889724684,0.015527481107570004
A,mlp_koopman,A_h00_p02,34,0.03315515183746697,0.0163200095411427
A,mlp_koopman,A_h00_p02,35,0.02999723026449619,0.01686542194798308
A,mlp_koopman,A_h00_p02,36,0.0305536272292136,0.0173917366623608
A,mlp_koopman,A_h00_p02,37,0.029244568602567474,0.017816068469703353
A,mlp_koopman,A_h00_p02,38,0.031040809180737382,0.01828702932346038
A,mlp_koopman,A_h00_p02,39,0.03581364118618216,0.018940124056089535
A,mlp_koopman,A_h00_p02,40,0.04194640585351044,0.019843074758697184
A,mlp_koopman,A_h00_p02,41,0.0434284992193772,0.02073993389669903
A,mlp_koopman,A_h00_p02,42,0.04966056685040146,0.021877424262685373
A,mlp_koopman,A_h00_p02,43,0.054285361927640226,0.02315218187474535
A,mlp_koopman,A_h00_p02,44,0.05784707117084524,0.024492714706334885
A,mlp_koopman,A_h00_p02,45,0.062168466634751125,0.02593162525904372
A,mlp_koopman,A_h00_p02,46,0.06886618026061116,0.02758495347167401
A,mlp_koopman,A_h00_p02,47,0.0746770868877887,0.029383535546009608
A,mlp_koopman,A_h00_p02,48,0.08116472341116249,0.03134723004178366
A,mlp_koopman,A_h00_p02,49,0.08633550707910248,0.033387326107141485
A,mlp_koopman,A_h00_p02,50,0.09429293724977611,0.03564046063109627
A,mlp_koopman,A_h00_p02,51,0.10284062208625708,0.038114460034790174
A,mlp_koopman,A_h00_p02,52,0.11128367366609553,0.04077904139184041
