panel,condition_id,history,trajectory,seed,window_index,origin,profile,profile_name,clip_q1,clip_q2,clip_q3,history_sha256,past_actions_sha256,branch_buffer_sha256,requested_actions_sha256,applied_actions_sha256,future_noise_sha256,truth_sha256,past_replay_max_abs_delta,base_future_max_abs_delta
A,A_h04_p04,4,fresh_004,2026095136,440,459,4,q2_minus,0,13,0,eb2ab7bc251218d27aad75757b010720d630a21eaaced4688eadbee28aac5dc1,d9310ab3e9f94fafbf4bf732cb66a7e65e1ace1f0afbefd19e1dec29f53f1479,eb7afe823eacf0b50fad363ed53074c30d0d7c53e2ad7c5a2e8b7e533a86e843,2b8bf7a0ea9d304d716d801f49020f4703c71c7b16777148bd8b39c9e36f750c,9569b7201800203d476225e17e6e21d3f1bc8346fbaf20b602559c7a9f206a11,b835ced30426793f098b972ca098ec99108e1060701a8d4d4106a2a0f08ca728,9d008e46dbb745f3c12f2b9427e72e642d8b8e3ba77764e40e8fa37ff0aed468,0.0,
A,A_h04_p05,4,fresh_004,2026095136,440,459,5,q3_plus,0,0,5,eb2ab7bc251218d27aad75757b010720d630a21eaaced4688eadbee28aac5dc1,d9310ab3e9f94fafbf4bf732cb66a7e65e1ace1f0afbefd19e1dec29f53f1479,eb7afe823eacf0b50fad363ed53074c30d0d7c53e2ad7c5a2e8b7e533a86e843,4d5ae6e9103d3f693b3203e15b6468f10d05cb50b49bc69b62976a7c7e7a06d5,17aa03b0f7fb5b45025d3406732e640e02123be2da1a741b50f3af6b303b38cb,b835ced30426793f098b972ca098ec99108e1060701a8d4d4106a2a0f08ca728,fb38867e4d4ebbfb3e036a84117024ee01c868c4bd9a20f2212242e2aab155d7,0.0,
A,A_h04_p06,4,fresh_004,2026095136,440,459,6,q3_minus,0,0,8,eb2ab7bc251218d27aad75757b010720d630a21eaaced4688eadbee28aac5dc1,d9310ab3e9f94fafbf4bf732cb66a7e65e1ace1f0afbefd19e1dec29f53f1479,eb7afe823eacf0b50fad363ed53074c30d0d7c53e2ad7c5a2e8b7e533a86e843,0093c14fba2a4d352fc0c1739721c8e846699933c074cdb55684bbb07c1ecde7,657da28d0d811ae9d41b97c3e47ef8d182ba9c8e7095abc4c8fa2e8f3c95248a,b835ced30426793f098b972ca098ec99108e1060701a8d4d4106a2a0f08ca728,48809229966ecb69dc6da0333f144ccf8daf1689733e86270967e520488c68a3,0.0,
A,A_h05_p00,5,fresh_005,2026096145,440,459,0,base,0,0,0,bb037a931a37bb23edf763b62b0844bd9a5cef7a211abf3309772cd0f10f2a2f,282818b2a430fb319c76b8bd5c65fd79596bea7e38c2cf1ad566fd1046262a6b,2d5f088e23232619bd83c8b740b1b1c7c61042f77b7760b4b1123fc2efddaf95,9a706de14738175ed3589f8d4a4b3521e1ad46f6eeb4fe609f35c4728ea2a858,9a706de14738175ed3589f8d4a4b3521e1ad46f6eeb4fe609f35c4728ea2a858,50884a0ec60c17f0606482d0ca5b7c4940a2e818494586a9040b579728a8a3b1,09dd4fab68126c1fd9640a2d0276995dfe4f9d5349a97d98723e52719972c04e,0.0,0.0
A,A_h05_p01,5,fresh_005,2026096145,440,459,1,q1_plus,8,0,0,bb037a931a37bb23edf763b62b0844bd9a5cef7a211abf3309772cd0f10f2a2f,282818b2a430fb319c76b8bd5c65fd79596bea7e38c2cf1ad566fd1046262a6b,2d5f088e23232619bd83c8b740b1b1c7c61042f77b7760b4b1123fc2efddaf95,25455b237dd88905801ca6321807ecbd39b0d9e43dc2131beb12fdf8a941ea41,58e63df88e2e21748db189740fb02f37abb86301cc412832831c2b3346903686,50884a0ec60c17f0606482d0ca5b7c4940a2e818494586a9040b579728a8a3b1,6c5ba568ae179a08d29339c20b311efbfd99ad042ba9f7cf3cdcfad7ab4bab86,0.0,
A,A_h05_p02,5,fresh_005,2026096145,440,459,2,q1_minus,11,0,0,bb037a931a37bb23edf763b62b0844bd9a5cef7a211abf3309772cd0f10f2a2f,282818b2a430fb319c76b8bd5c65fd79596bea7e38c2cf1ad566fd1046262a6b,2d5f088e23232619bd83c8b740b1b1c7c61042f77b7760b4b1123fc2efddaf95,651057280e00cacb61a1f9de3b11287c7a4267bce9127c8bbffebc9a4495a83f,6c7efb8f44458bda0c8deee8beaec2dcb770574f99ed3eb8a83d5b6653c290df,50884a0ec60c17f0606482d0ca5b7c4940a2e818494586a9040b579728a8a3b1,c5e28127c4b8658e69700a8ba1baf31223b269db3ffe57ac2fceb0b2d7669bfe,0.0,
A,A_h05_p03,5,fresh_005,2026096145,440,459,3,q2_plus,0,8,0,bb037a931a37bb23edf763b62b0844bd9a5cef7a211abf3309772cd0f10f2a2f,282818b2a430fb319c76b8bd5c65fd79596bea7e38c2cf1ad566fd1046262a6b,2d5f088e23232619bd83c8b740b1b1c7c61042f77b7760b4b1123fc2efddaf95,d8ad145e1c62e65d45b1d153a99cbe911cd92d43e2d54819584454ae3e85752a,89e173987b5958c2e00e058eb58ae7e1cb1d956108ce4c63844a02e3167751ef,50884a0ec60c17f0606482d0ca5b7c4940a2e818494586a9040b579728a8a3b1,3ff2790d7bd99c1114b36b506993aa3bc31a519197b0b7b5947ae665d9b76a3c,0.0,
A,A_h05_p04,5,fresh_005,2026096145,440,459,4,q2_minus,0,13,0,bb037a931a37bb23edf763b62b0844bd9a5cef7a211abf3309772cd0f10f2a2f,282818b2a430fb319c76b8bd5c65fd79596bea7e38c2cf1ad566fd1046262a6b,2d5f088e23232619bd83c8b740b1b1c7c61042f77b7760b4b1123fc2efddaf95,6291c2c13b08581ff92a55c2e5c6acebbb3e4cf2cf2c9861305532af72f9cebb,8299686f3057d6ff6be06dc0d36133c45218619dc7ed8e735b9634a84d33e535,50884a0ec60c17f0606482d0ca5b7c4940a2e818494586a9040b579728a8a3b1,498726355a4ec5671496255ff9ab051f5648603d2325dc3ea389f20b850a1f00,0.0,
A,A_h05_p05,5,fresh_005,2026096145,440,459,5,q3_plus,0,0,15,bb037a931a37bb23edf763b62b0844bd9a5cef7a211abf3309772cd0f10f2a2f,282818b2a430fb319c76b8bd5c65fd79596bea7e38c2cf1ad566fd1046262a6b,2d5f088e23232619bd83c8b740b1b1c7c61042f77b7760b4b1123fc2efddaf95,3e75cd2cf30d4aae0ab350d0f185e7e4f3ca489e5df2c68f5621edfd28651352,a832db2ec8358b52b4f412e649c218b9dca03752ed54ee1dcd5cec6dea4b742c,50884a0ec60c17f0606482d0ca5b7c4940a2e818494586a9040b579728a8a3b1,a44c84458377a24749197fc6f0a449079ac7758c3298dfb2dcd335cc6c1fe29e,0.0,
A,A_h05_p06,5,fresh_005,2026096145,440,459,6,q3_minus,0,0,12,bb037a931a37bb23edf763b62b0844bd9a5cef7a211abf3309772cd0f10f2a2f,282818b2a430fb319c76b8bd5c65fd79596bea7e38c2cf1ad566fd1046262a6b,2d5f088e23232619bd83c8b740b1b1c7c61042f77b7760b4b1123fc2efddaf95,bbad42c64f516a3b7bbea50bec03f34802200db902f53b39cba03a6fc10a5323,71009a987a4a13a76b562c70550cb174658a87499948691e64f1345ad5bcc86b,50884a0ec60c17f0606482d0ca5b7c4940a2e818494586a9040b579728a8a3b1,f012efe6b2aab395c196c08a7bd594c75066e219a4e8b0c7e9264a432150f3e2,0.0,
A,A_h06_p00,6,fresh_006,2026097154,440,459,0,base,0,0,0,d7bb928be801bf11a0ab11d00150ca6b8a607403ba95e83160439f08290e208a,8aa176ad010b9026721484896574cca2b7dd650554fac590c043c71f15ab0412,892ff14399872ad93172f9d30db69ae4dbec93190156fe75c98a359a0fc88d93,b9ce6446cb6eec30c46bdfc425c90b3bc4500593a36f0c2f85bcf10b130a776f,b9ce6446cb6eec30c46bdfc425c90b3bc4500593a36f0c2f85bcf10b130a776f,a885173a46b2741b1225517db12026c83ffee98b3f761a84e7122c1c93ed3e71,39447ca298173da7084e52222e6b9b5b4d4b94adc13d39bb7096af334767a1c2,0.0,0.0
A,A_h06_p01,6,fresh_006,2026097154,440,459,1,q1_plus,10,0,0,d7bb928be801bf11a0ab11d00150ca6b8a607403ba95e83160439f08290e208a,8aa176ad010b9026721484896574cca2b7dd650554fac590c043c71f15ab0412,892ff14399872ad93172f9d30db69ae4dbec93190156fe75c98a359a0fc88d93,9e28a4ed360900c621baba70e0aeff3e7f9431c955ac5c7d534882ce68c6329f,77815de6836b8fb669a043e6934bd3baeceb10b9c69d4b9b0ce2474055961a07,a885173a46b2741b1225517db12026c83ffee98b3f761a84e7122c1c93ed3e71,5c27d51e976a470b7ddcfc108471d4c410612cdbb56a4370cd85ca0cc52f1e35,0.0,
A,A_h06_p02,6,fresh_006,2026097154,440,459,2,q1_minus,10,0,0,d7bb928be801bf11a0ab11d00150ca6b8a607403ba95e83160439f08290e208a,8aa176ad010b9026721484896574cca2b7dd650554fac590c043c71f15ab0412,892ff14399872ad93172f9d30db69ae4dbec93190156fe75c98a359a0fc88d93,45cecb2e3143bb816e81902017e6edbfb84563db735156d7321c2284a5c141cb,34626070784acd56d32cb9d4ec1687fb7ad505e740b3c63ad7a8fddd37e30a3f,a885173a46b2741b1225517db12026c83ffee98b3f761a84e7122c1c93ed3e71,c8ecc707b2517892f723c03fa410dc3f40de62a94d7ae51a048f1c7d115df090,0.0,
A,A_h06_p03,6,fresh_006,2026097154,440,459,3,q2_plus,0,10,0,d7bb928be801bf11a0ab11d00150ca6b8a607403ba95e83160439f08290e208a,8aa176ad010b9026721484896574cca2b7dd650554fac590c043c71f15ab0412,892ff14399872ad93172f9d30db69ae4dbec93190156fe75c98a359a0fc88d93,a94949109e1830676b75f636b23791300f572a6ab2b480f663405ff78c8a287e,7188492388837c4662051d5033b57838c1919b4d0f746e96ecf9523b96ebb82a,a885173a46b2741b1225517db12026c83ffee98b3f761a84e7122c1c93ed3e71,505103237139e4a41132a9e07cc54ae9d0f48e0829d876b0558f094804a5622e,0.0,
A,A_h06_p04,6,fresh_006,2026097154,440,459,4,q2_minus,0,11,0,d7bb928be801bf11a0ab11d00150ca6b8a607403ba95e83160439f08290e208a,8aa176ad010b9026721484896574cca2b7dd650554fac590c043c71f15ab0412,892ff14399872ad93172f9d30db69ae4dbec93190156fe75c98a359a0fc88d93,e1552e648f09ed06dae1a0e25d7577b95b0d7e4c7818aac2ccebfe61b68ed8f7,e3d6de5e4cbe3235d78b8e74fcae0f1d34e0a50b347a23ac93903d7bc0321a3a,a885173a46b2741b1225517db12026c83ffee98b3f761a84e7122c1c93ed3e71,e31e04b1e305c2e95391e4f75be6ef319dfc30554f54c48b2a2846184259e8e1,0.0,
A,A_h06_p05,6,fresh_006,2026097154,440,459,5,q3_plus,0,0,7,d7bb928be801bf11a0ab11d00150ca6b8a607403ba95e83160439f08290e208a,8aa176ad010b9026721484896574cca2b7dd650554fac590c043c71f15ab0412,892ff14399872ad93172f9d30db69ae4dbec93190156fe75c98a359a0fc88d93,5c32226cdaa2f303f0fe8b84a7c026fa4429783b03cd543f837d4921ac85a072,03f658a50a49562876db601f34d4504943075df1a71aa95812aeb41d9f51d3f1,a885173a46b2741b1225517db12026c83ffee98b3f761a84e7122c1c93ed3e71,b014c39189d20a01a32620eac22f95132b550a6ec0febf31dd969355b286143f,0.0,
A,A_h06_p06,6,fresh_006,2026097154,440,459,6,q3_minus,0,0,8,d7bb928be801bf11a0ab11d00150ca6b8a607403ba95e83160439f08290e208a,8aa176ad010b9026721484896574cca2b7dd650554fac590c043c71f15ab0412,892ff14399872ad93172f9d30db69ae4dbec93190156fe75c98a359a0fc88d93,090d0842dba37dd4896708d6a5918809236acba40e0f9c933bbf0f0d70a18a59,43f4bb6a8132db8859fd00852d67ebdd93e0632b7d5f106c424f7f0eb72bea40,a885173a46b2741b1225517db12026c83ffee98b3f761a84e7122c1c93ed3e71,ab388ec34a3582d41e64d8db1692cb066659ad0b43b20f48a141cb1568e9e9c9,0.0,
A,A_h07_p00,7,fresh_007,2026098163,440,459,0,base,0,0,0,2e9381d785c9b183435892319973d0d2935aef8b46cf05f8467f5b5ac410b5ef,576304f8468cefd8fb7ed8da84f69516f64fba51ee31781ecdc5b3a9a727f4d6,d01256a7b132c0376de0ce2a39a61cca0e5ccd5bfe5f3c35498fe1797e158dab,1ee047e15575b8add3738f0872fbe7018645be54080a9c8cd03692514dfcfa03,1ee047e15575b8add3738f0872fbe7018645be54080a9c8cd03692514dfcfa03,ffcf613cd97ef0378925c172923de0ce5d895426053f1e093669fc93e09362a1,5bea34489ef4acf7c24b2ddc51663a90c4cf747fec6f90adcd0837d9498ec8eb,0.0,0.0
A,A_h07_p01,7,fresh_007,2026098163,440,459,1,q1_plus,12,0,0,2e9381d785c9b183435892319973d0d2935aef8b46cf05f8467f5b5ac410b5ef,576304f8468cefd8fb7ed8da84f69516f64fba51ee31781ecdc5b3a9a727f4d6,d01256a7b132c0376de0ce2a39a61cca0e5ccd5bfe5f3c35498fe1797e158dab,78f084568b047e877ab9f8eace44477170db69f5c70e27640596acd736dd2575,ee08ae21cc6119e3fba5b65be002310cf1798cf34e0d2ead57d4e4641b866597,ffcf613cd97ef0378925c172923de0ce5d895426053f1e093669fc93e09362a1,ae4b924fb33372d0d1af811d8c40ae81075c4ed1459d5f9a1fe5b35f2f63da98,0.0,
A,A_h07_p02,7,fresh_007,2026098163,440,459,2,q1_minus,9,0,0,2e9381d785c9b183435892319973d0d2935aef8b46cf05f8467f5b5ac410b5ef,576304f8468cefd8fb7ed8da84f69516f64fba51ee31781ecdc5b3a9a727f4d6,d01256a7b132c0376de0ce2a39a61cca0e5ccd5bfe5f3c35498fe1797e158dab,d720e57c6bc49b22fdc2a36f4285d9e3984e12bf406f4cd24828f4e83c43803f,44c47f11b7587003f94f0e4369203927cee610c10e2e2cb8c6053f0f904823e4,ffcf613cd97ef0378925c172923de0ce5d895426053f1e093669fc93e09362a1,ba7fc5675532e42d9af8ef921247b32103b862b32f7f2f0cc6a25dd1948ebe34,0.0,
A,A_h07_p03,7,fresh_007,2026098163,440,459,3,q2_plus,0,15,0,2e9381d785c9b183435892319973d0d2935aef8b46cf05f8467f5b5ac410b5ef,576304f8468cefd8fb7ed8da84f69516f64fba51ee31781ecdc5b3a9a727f4d6,d01256a7b132c0376de0ce2a39a61cca0e5ccd5bfe5f3c35498fe1797e158dab,6e3a38772b5bbb76b3e835cdd0fa053f20fe072111c8e035a135b159dd4aba4b,db37797b1523cc8a049b8531379138adfae62e52729ab1b996168f153071cecc,ffcf613cd97ef0378925c172923de0ce5d895426053f1e093669fc93e09362a1,03dd2fe318ddc1accb113a16159e14ec0224b85950b49074720615ce3c0ff6cd,0.0,
A,A_h07_p04,7,fresh_007,2026098163,440,459,4,q2_minus,0,7,0,2e9381d785c9b183435892319973d0d2935aef8b46cf05f8467f5b5ac410b5ef,576304f8468cefd8fb7ed8da84f69516f64fba51ee31781ecdc5b3a9a727f4d6,d01256a7b132c0376de0ce2a39a61cca0e5ccd5bfe5f3c35498fe1797e158dab,d7a2b747a1fae6358cfcf26c958d1099fe45454cf935b9e2ec9dbd37fb35c2c9,705bfec55cffa114e85b7155a932f34b7113def21c90fe2b70184a424a9fa41b,ffcf613cd97ef0378925c172923de0ce5d895426053f1e093669fc93e09362a1,55eb8fa06d1eb01ce555216539a3dae4099f70dac9321ff8dafe66c510c646c6,0.0,
A,A_h07_p05,7,fresh_007,2026098163,440,459,5,q3_plus,0,0,10,2e9381d785c9b183435892319973d0d2935aef8b46cf05f8467f5b5ac410b5ef,576304f8468cefd8fb7ed8da84f69516f64fba51ee31781ecdc5b3a9a727f4d6,d01256a7b132c0376de0ce2a39a61cca0e5ccd5bfe5f3c35498fe1797e158dab,4cc96dc64adcb31ae8c6c187541ce57efdf156c77c0ad9bcc35dad77c7a46da0,f8c071065c95aed0ed597752aba899b7d339444c08df9767dc39b946c93e8deb,ffcf613cd97ef0378925c172923de0ce5d895426053f1e093669fc93e09362a1,f5bcbf5007542231fcff2f06c10ee16a9ee3a6fab4f9a88e1a553eaecf48ea6b,0.0,
A,A_h07_p06,7,fresh_007,2026098163,440,459,6,q3_minus,0,0,9,2e9381d785c9b183435892319973d0d2935aef8b46cf05f8467f5b5ac410b5ef,576304f8468cefd8fb7ed8da84f69516f64fba51ee31781ecdc5b3a9a727f4d6,d01256a7b132c0376de0ce2a39a61cca0e5ccd5bfe5f3c35498fe1797e158dab,95bdcacf2b0e3f804e60880244e169090302e71745cedeabee3b41f4bd05d8e7,88058640ba3278a444aebf3c2de35440141997d8227fef0c0530e6466355d974,ffcf613cd97ef0378925c172923de0ce5d895426053f1e093669fc93e09362a1,23256575402ea5c20c36f476fb29ff20c42a772dd00fe538a59278dcfee92b1a,0.0,
A,A_h08_p00,8,fresh_008,2026099172,440,459,0,base,0,0,0,9cb9edb7f660a86c08b32b100466d2cacf21039bb9926a8fdc382f753dfc4364,897d95592f53c1883c44f04e7dedd49669ac430ba0331f3fdc3755cca6bd3c3c,accf491d324c7140c3755aaf073caa2148fb77f74f00df312705d8168bb2a9e0,a9897734984c26b3686fe6d4a6df440e682512b6a72bcbd5ba9b29d8ee21b757,a9897734984c26b3686fe6d4a6df440e682512b6a72bcbd5ba9b29d8ee21b757,19cbc48b676017f287466b181ffeb510c414e17dd78b3d9f5e7f47bffe43245a,6c27433fbe3b3500b514245df8da6383d44f1336854b4a086197f8148d9bb36d,0.0,0.0
A,A_h08_p01,8,fresh_008,2026099172,440,459,1,q1_plus,11,0,0,9cb9edb7f660a86c08b32b100466d2cacf21039bb9926a8fdc382f753dfc4364,897d95592f53c1883c44f04e7dedd49669ac430ba0331f3fdc3755cca6bd3c3c,accf491d324c7140c3755aaf073caa2148fb77f74f00df312705d8168bb2a9e0,98df5050cb663c571a6b5574b93acb7d27d4683dc087a812e0b416c3b6e96995,bf6edb29db1db921e29a6db3946075da132176fb210a9c67d131cdfb4410da4e,19cbc48b676017f287466b181ffeb510c414e17dd78b3d9f5e7f47bffe43245a,6f04b0ae20856056f478f2838b679e68647cd7a6c90d70be36fcb065d048cd8e,0.0,
A,A_h08_p02,8,fresh_008,2026099172,440,459,2,q1_minus,10,0,0,9cb9edb7f660a86c08b32b100466d2cacf21039bb9926a8fdc382f753dfc4364,897d95592f53c1883c44f04e7dedd49669ac430ba0331f3fdc3755cca6bd3c3c,accf491d324c7140c3755aaf073caa2148fb77f74f00df312705d8168bb2a9e0,3dcf455515020c2d6ec656ba169c9a3efbdd8ac6bb734edad93025efef2dfd18,b2f50e7de510da225b2317419d7153802ff75c87e9b71149e18cd9f47708528e,19cbc48b676017f287466b181ffeb510c414e17dd78b3d9f5e7f47bffe43245a,ee6551cdab581b86e7fe0805b3b7866584dc3b61b6b0006dae33e7ad36e0f43e,0.0,
A,A_h08_p03,8,fresh_008,2026099172,440,459,3,q2_plus,0,11,0,9cb9edb7f660a86c08b32b100466d2cacf21039bb9926a8fdc382f753dfc4364,897d95592f53c1883c44f04e7dedd49669ac430ba0331f3fdc3755cca6bd3c3c,accf491d324c7140c3755aaf073caa2148fb77f74f00df312705d8168bb2a9e0,13caf64976d4fde48db808221e118dad005204b7fdb0ff78b644bcfd2c0f4d39,8b1cc34590ad0dd855115bd508368bb89dc6e5e162678cac183c4cceeee1438f,19cbc48b676017f287466b181ffeb510c414e17dd78b3d9f5e7f47bffe43245a,9b2b6e804888126c319ff3eaf7da6e0938f58c18a0c259c2b91c11106a06c407,0.0,
A,A_h08_p04,8,fresh_008,2026099172,440,459,4,q2_minus,0,10,0,9cb9edb7f660a86c08b32b100466d2cacf21039bb9926a8fdc382f753dfc4364,897d95592f53c1883c44f04e7dedd49669ac430ba0331f3fdc3755cca6bd3c3c,accf491d324c7140c3755aaf073caa2148fb77f74f00df312705d8168bb2a9e0,6240658d16b0edf033e8bba8fe4ee5c33267d89ab08bcf303e48669420b126a5,d7cb1c2b5eb187b99baa4af4bd589280c54059954dbc910b5d3a3939665ee469,19cbc48b676017f287466b181ffeb510c414e17dd78b3d9f5e7f47bffe43245a,1a36fbfef2f2f38f50baf8cfb24e7bc4d39adbc93bcbb0fd32d74bb3e60728b1,0.0,
A,A_h08_p05,8,fresh_008,2026099172,440,459,5,q3_plus,0,0,15,9cb9edb7f660a86c08b32b100466d2cacf21039bb9926a8fdc382f753dfc4364,897d95592f53c1883c44f04e7dedd49669ac430ba0331f3fdc3755cca6bd3c3c,accf491d324c7140c3755aaf073caa2148fb77f74f00df312705d8168bb2a9e0,ecb7a29b441f3c5af02de6d47881c966498b95791c80d8646b167c9b30c82faf,270a7d87aa0c2bf74da38752af6b432f0a1dcaf7033426f4199f09e7142e3f66,19cbc48b676017f287466b181ffeb510c414e17dd78b3d9f5e7f47bffe43245a,1e300666d6bc165f1ff6f3f8792e7e903ca68812d3ca08f0b1ec3f2fe46e241c,0.0,
A,A_h08_p06,8,fresh_008,2026099172,440,459,6,q3_minus,0,0,6,9cb9edb7f660a86c08b32b100466d2cacf21039bb9926a8fdc382f753dfc4364,897d95592f53c1883c44f04e7dedd49669ac430ba0331f3fdc3755cca6bd3c3c,accf491d324c7140c3755aaf073caa2148fb77f74f00df312705d8168bb2a9e0,074cc2ab447ab6477366c7e06b9b5f7802fc5d5cc5ed405c9007f0a2779cc4fe,5ada766138040fa09cbefa919181eee21c789209f4fa7a10f7153ed948763627,19cbc48b676017f287466b181ffeb510c414e17dd78b3d9f5e7f47bffe43245a,6c2b2d74ebd2f193070064ff4eaf1148ce063570951123231f3b9bd39675e77d,0.0,
A,A_h09_p00,9,fresh_009,2026100181,440,459,0,base,0,0,0,cde17b1a0133e9f82fa730d05f92ec3e315c550eb715e2fef1f7c3614c64223e,a8b00423e12a9866ad926f6ce058c11390032d5142b35bcbb8528902ec911377,4ee06863b192bd589b08d47d8d6d19155d2d1ac22d06c4946d76599231d1dd3d,8bd421c331b186f80f141dc0e6cb934a5461528da2e4762c4158e386dffb7c52,8bd421c331b186f80f141dc0e6cb934a5461528da2e4762c4158e386dffb7c52,85403bd0ab1c815544bfe04163c61b6b05167780c04fbe2444e975366d481f08,f3d42e628c8a08879524e5a8c8ffc1120d07bf4eb0d0966ad67ba334a627f4dc,0.0,0.0
A,A_h09_p01,9,fresh_009,2026100181,440,459,1,q1_plus,9,0,0,cde17b1a0133e9f82fa730d05f92ec3e315c550eb715e2fef1f7c3614c64223e,a8b00423e12a9866ad926f6ce058c11390032d5142b35bcbb8528902ec911377,4ee06863b192bd589b08d47d8d6d19155d2d1ac22d06c4946d76599231d1dd3d,2d3280221f3f5d8cc7e861cab45bbbf2ff8a9a4927a5dd8895aed487a56eb4ae,8645948ae9abf5e7eb858685a7f6e8f0d3609ba83f03bd7221d3e32c37d24b94,85403bd0ab1c815544bfe04163c61b6b05167780c04fbe2444e975366d481f08,f28791238e61a45287f86ffbf279456795a8265ca20c248848b40fab4b8fac3e,0.0,
A,A_h09_p02,9,fresh_009,2026100181,440,459,2,q1_minus,11,0,0,cde17b1a0133e9f82fa730d05f92ec3e315c550eb715e2fef1f7c3614c64223e,a8b00423e12a9866ad926f6ce058c11390032d5142b35bcbb8528902ec911377,4ee06863b192bd589b08d47d8d6d19155d2d1ac22d06c4946d76599231d1dd3d,205a40899dbc83196757ec6102247141750ad11ba6f2767a60be8dbce2ae16a4,0e3fa330e950c6288f1cf220745a257d4f89dc17f6c3e7a2d04ebccb5dfa2825,85403bd0ab1c815544bfe04163c61b6b05167780c04fbe2444e975366d481f08,9755769a4f3bf7512b3e9bebb239741d50c266e539ea9b00c9354670f4be8e98,0.0,
A,A_h09_p03,9,fresh_009,2026100181,440,459,3,q2_plus,0,10,0,cde17b1a0133e9f82fa730d05f92ec3e315c550eb715e2fef1f7c3614c64223e,a8b00423e12a9866ad926f6ce058c11390032d5142b35bcbb8528902ec911377,4ee06863b192bd589b08d47d8d6d19155d2d1ac22d06c4946d76599231d1dd3d,b68caa6ec7a6c3a84335e4ed49507959367a0710037f503bc234367933ab425d,045bb3394ce2a9f6f0dc4f44f422c5c5a369fc076f80f8f33dee7ebb0358bc74,85403bd0ab1c815544bfe04163c61b6b05167780c04fbe2444e975366d481f08,a1826f069a89f51363e599f86b68f04332851baedc0eedaa405116e5a3b50f25,0.0,
A,A_h09_p04,9,fresh_009,2026100181,440,459,4,q2_minus,0,11,0,cde17b1a0133e9f82fa730d05f92ec3e315c550eb715e2fef1f7c3614c64223e,a8b00423e12a9866ad926f6ce058c11390032d5142b35bcbb8528902ec911377,4ee06863b192bd589b08d47d8d6d19155d2d1ac22d06c4946d76599231d1dd3d,32578391e2b4bba116dd85b5266d1093847c9e1987cd6dabe981d841df575015,56d7b7c5175b99c37d11a051ecd0029978c0494e6fb98d92508cf453c06a2426,85403bd0ab1c815544bfe04163c61b6b05167780c04fbe2444e975366d481f08,83107d7e8137fd7aa6bb419237f01da9d85ef911eb6bdc068764d04cb693ffb8,0.0,
A,A_h09_p05,9,fresh_009,2026100181,440,459,5,q3_plus,0,0,9,cde17b1a0133e9f82fa730d05f92ec3e315c550eb715e2fef1f7c3614c64223e,a8b00423e12a9866ad926f6ce058c11390032d5142b35bcbb8528902ec911377,4ee06863b192bd589b08d47d8d6d19155d2d1ac22d06c4946d76599231d1dd3d,67f48de29fb08c4fa04a9a57ddd8397ae29beb768d4c6d6dabdc722e9cbb1351,e65f8dc83fff050fa51fb5ced039638fdfebe25db14de86a6b79af91c91c19de,85403bd0ab1c815544bfe04163c61b6b05167780c04fbe2444e975366d481f08,757d90ac9260a3c8a8d8ceed43ff5b494eca13cd6cee83a6a6855ed8719ce4de,0.0,
A,A_h09_p06,9,fresh_009,2026100181,440,459,6,q3_minus,0,0,16,cde17b1a0133e9f82fa730d05f92ec3e315c550eb715e2fef1f7c3614c64223e,a8b00423e12a9866ad926f6ce058c11390032d5142b35bcbb8528902ec911377,4ee06863b192bd589b08d47d8d6d19155d2d1ac22d06c4946d76599231d1dd3d,a3c50ecd92904746d53922225f790a155dafdef9fe395cb4de7ef85f22b2d5bd,757ef8e32ed66bef1f566eeca289d82bd336bc2ab4e457965966f2f57d7df8ab,85403bd0ab1c815544bfe04163c61b6b05167780c04fbe2444e975366d481f08,1812d13fc965e0f5ed3dd64ce8053259f2f0d1fc6abbba76d1cd4706f7ac8e8a,0.0,
A,A_h10_p00,10,fresh_010,2026101190,440,459,0,base,0,0,0,a8145f3eb939afd5f7daec489f6a02d74c198edb0cc92b014bfeca09d6b86ee9,c7d30714bcbf63d32e37dcbecf1d525e72f5062135a4d6b9b6320c6bc3534d74,b145fc9dfb07e5431f9455588c90fb34a296ccb0828bf232d32c57124a25cc78,3a695146f7ce345bcb62169dec5dc16e645ae031f35c3240690f4b6bda9134cf,3a695146f7ce345bcb62169dec5dc16e645ae031f35c3240690f4b6bda9134cf,2435ea683e4705c17b19a196a784b03dd626f6e39d2b0516bc9a04a96a5104d4,959d59553b01c84496eb5f9c441c285193f465d87d7e5e903caec9984d1d8015,0.0,0.0
A,A_h10_p01,10,fresh_010,2026101190,440,459,1,q1_plus,14,0,0,a8145f3eb939afd5f7daec489f6a02d74c198edb0cc92b014bfeca09d6b86ee9,c7d30714bcbf63d32e37dcbecf1d525e72f5062135a4d6b9b6320c6bc3534d74,b145fc9dfb07e5431f9455588c90fb34a296ccb0828bf232d32c57124a25cc78,23d4d7584a922fa4c8b4ac4a3b58f0a6a0ca743af15fcfac7586da4a898a0a4b,0ce980f4567d46961534e207ab4525d770a96bf921e2c24ee55546f70b7fe5a5,2435ea683e4705c17b19a196a784b03dd626f6e39d2b0516bc9a04a96a5104d4,37859387e4b1b5e1879228ec81cbb7900b4c3a07e82b0a7835f836de0d3a80ee,0.0,
